,time,point,value
9752,16:00,POINT (-4611.272672395495 4634.197392219182),63
9753,21:00,POINT (1593.5571897897012 4025.408786366203),63
9754,14:00,POINT (-1510.1094827073564 4487.389071527574),63
9755,09:00,POINT (-77.47564616657357 1408.9788278552737),63
9756,22:00,POINT (-198.11390298298616 5328.782246565214),63
9757,21:00,POINT (-4579.353296529987 7249.023730160305),63
9758,14:00,POINT (1003.1303538975653 3752.554523883452),63
9759,00:00,POINT (-1706.231669342228 3788.3613135406085),63
9760,11:00,POINT (-2376.548771362833 5212.036957888324),63
9761,12:00,POINT (-3965.1442025928286 5088.250825010104),63
9762,19:00,POINT (11.640180370107526 5229.4637979914505),63
9763,18:00,POINT (-561.2541452995672 4861.258086269467),63
9764,00:00,POINT (-3659.9455014118075 5700.540521028926),63
9765,11:00,POINT (-3859.17300247305 5577.61667854678),63
9766,10:00,POINT (514.9339139852839 1385.362675233428),63
9767,13:00,POINT (882.5382422425587 4387.583995814686),63
9768,05:00,POINT (258.49267537955234 4799.8575256145605),63
9769,23:00,POINT (-4178.755445778288 5234.961352662549),63
9770,04:00,POINT (-4435.45076219274 5129.890834026021),63
9771,18:00,POINT (2015.3436745883612 4870.663786883867),63
9772,14:00,POINT (-660.8484626160009 5923.342653718427),63
9773,21:00,POINT (588.24129100483 3475.6105422809355),63
9774,18:00,POINT (1240.973758666241 513.0980997364184),63
9775,08:00,POINT (179.47290537136692 4768.0102800604545),63
9776,07:00,POINT (-1989.63526350385 3368.764837974986),63
9777,20:00,POINT (-3624.1610921193574 5661.511861934462),63
9778,15:00,POINT (-3136.1278958093117 6671.917461867151),63
9779,19:00,POINT (-3370.8429066942085 5184.208775688826),63
9780,14:00,POINT (1160.3569836610059 3677.158239953999),63
9781,13:00,POINT (1632.7879721294803 4219.229827212452),63
9782,05:00,POINT (-3624.1610921193574 5661.511861934462),63
9783,10:00,POINT (-1978.418987244645 4261.092058094551),63
9784,14:00,POINT (-3976.267374340514 5143.0985943527085),63
9785,20:00,POINT (-2641.539207886509 6610.1876841872845),63
9786,23:00,POINT (-1561.1903194801348 2807.7740364603333),63
9787,09:00,POINT (-3560.1966398714285 4915.779178447785),63
9788,08:00,POINT (-1556.8168700925107 4495.025735383112),63
9789,14:00,POINT (-3578.3954099818543 6187.319254938665),63
9790,06:00,POINT (-1473.6876234174335 5980.677979507759),63
9791,12:00,POINT (-1019.3394581327045 5779.329602608217),63
9792,10:00,POINT (-882.0719474960018 1561.907626647738),63
9793,17:00,POINT (-4137.147501087863 7410.179130787083),63
9794,07:00,POINT (-662.6017309912244 4864.729100012163),63
9795,11:00,POINT (613.7912253910998 2558.4235647890227),63
9796,19:00,POINT (-4594.189827172081 7162.874955028137),63
9797,21:00,POINT (1717.835876212559 3409.851566604102),63
9798,10:00,POINT (440.2961315211313 4434.617828577074),63
9799,10:00,POINT (-1418.1155807588502 4456.839300117369),63
9800,12:00,POINT (-3222.596809625788 6154.999332253294),63
9801,10:00,POINT (-781.0697794912832 4864.854674434965),63
9802,08:00,POINT (-1104.2378264885429 4913.034011857987),63
9803,00:00,POINT (-1497.4400062756617 5082.110660401991),63
9804,07:00,POINT (-2362.9727109189403 4883.851861188674),63
9805,18:00,POINT (-4295.645133552066 4891.172968322428),63
9806,06:00,POINT (-1203.725149070991 3310.658116727257),63
9807,08:00,POINT (-2006.5418958863424 5279.064109817153),63
9808,15:00,POINT (1112.2671876159025 4382.40941910014),63
9809,11:00,POINT (-3557.4562509130797 6715.939289910816),63
9810,09:00,POINT (-1472.3331197342177 4480.125710160363),63
9811,20:00,POINT (-2730.2857598556793 6842.811595254248),63
9812,23:00,POINT (-4349.309091776295 7213.541765056712),63
9813,14:00,POINT (-1774.0206553099808 4372.395878383792),63
9814,19:00,POINT (-3058.3214090705414 6041.157807057922),63
9815,09:00,POINT (1509.076913208807 4301.560312797155),63
9816,08:00,POINT (-3738.0765856076173 5250.560635786361),63
9817,09:00,POINT (1505.0349222545558 4297.647966152137),63
9818,09:00,POINT (-2713.6831458999513 6717.155666232161),63
9819,09:00,POINT (805.2995603995856 4194.114060009928),63
9820,23:00,POINT (-4586.735738478009 4825.654095360672),63
9821,08:00,POINT (-512.5015113320867 4290.460202125975),63
9822,21:00,POINT (-366.862485902673 5278.582692455595),63
9823,09:00,POINT (-3399.5562344822765 6101.525601084144),63
9824,18:00,POINT (-1986.9963182711988 4569.521278744788),63
9825,02:00,POINT (-1947.9008938556433 2093.9206315099636),63
9826,02:00,POINT (-604.5425301346507 6205.663077468948),63
9827,10:00,POINT (-3568.8964890855636 4897.444757028357),63
9828,03:00,POINT (-3370.8429066942085 5184.208775688826),63
9829,18:00,POINT (-1105.6539039822856 3719.078682907225),63
9830,22:00,POINT (-1257.2961138532453 3052.084873050113),63
9831,15:00,POINT (599.564363466137 3627.3900277195653),63
9832,21:00,POINT (1304.2698900555138 3620.7559570413537),63
9833,00:00,POINT (120.7438900575549 4044.859517641698),63
9834,10:00,POINT (910.9308224300952 2096.2830602085164),63
9835,09:00,POINT (403.1495848862235 1039.0698968230122),63
9836,13:00,POINT (-1968.158247699995 4017.949768513943),63
9837,15:00,POINT (-1354.079496842148 1604.1720443594788),63
9838,21:00,POINT (-1230.3858387614157 3079.8013896202624),63
9839,10:00,POINT (-832.225840829267 4760.307273820755),63
9840,21:00,POINT (-536.0450117245267 4686.940131277996),63
9841,07:00,POINT (-1290.6403152347996 5952.997070126488),63
9842,18:00,POINT (-1744.0654673447502 3678.495623964854),63
9843,19:00,POINT (-701.0008806512359 6324.598703209237),63
9844,06:00,POINT (-1558.517200825967 5600.664347152427),63
9845,05:00,POINT (-2535.2347087679136 3044.1725823116017),63
9846,20:00,POINT (-4574.968826688322 7279.39539289574),63
9847,14:00,POINT (403.1495848862235 1039.0698968230122),63
9848,09:00,POINT (834.9166212134627 2172.3595144724727),63
9849,13:00,POINT (-2332.6555964714366 2948.850510439885),63
9850,14:00,POINT (-2857.955793665858 6673.731974208819),63
9851,20:00,POINT (-4050.4480968794396 5505.368957083411),63
9852,08:00,POINT (-4151.862516742671 5365.391522500269),63
9853,16:00,POINT (-368.53259505516115 3629.325206786423),63
9854,19:00,POINT (-1703.8331328252648 1839.326639110795),63
9855,14:00,POINT (-1584.3960785111678 4255.118136178264),63
9856,10:00,POINT (-1780.238648919174 4574.898275340482),63
9857,20:00,POINT (-2414.077403801369 6211.71081880048),63
9858,09:00,POINT (-3960.038750009148 5509.0579276542885),63
9859,15:00,POINT (-359.1644280563882 3673.8157879277223),63
9860,12:00,POINT (-1099.4964636673494 4466.941850849037),63
9861,13:00,POINT (-1102.4207636750407 4467.718834563965),63
9862,08:00,POINT (-721.0907234093722 3658.2964727434064),63
9863,08:00,POINT (877.0299938066541 4404.887042954778),63
9864,11:00,POINT (-1693.8247740657348 3870.77900319486),63
9865,10:00,POINT (-169.62199843860722 3705.7451986727774),63
9866,13:00,POINT (-2913.482979219468 6507.969437993004),63
9867,12:00,POINT (2037.2827034946054 4147.035074726804),63
9868,14:00,POINT (-489.1216259366818 3605.714794007839),63
9869,22:00,POINT (2113.146319828208 5099.0139780453665),63
9870,13:00,POINT (-837.6155126607435 4309.903024802649),63
9871,19:00,POINT (-3316.44490379582 7524.04349451233),63
9872,12:00,POINT (-1112.2222080610272 4478.701997927602),63
9873,15:00,POINT (-3101.8650186177815 6617.408504396989),63
9874,08:00,POINT (-259.99816538679755 4712.109239171674),63
9875,22:00,POINT (1488.943201362342 3319.92292314603),63
9876,01:00,POINT (2043.7166708902068 4346.287600576919),63
9877,18:00,POINT (-1854.0397394533752 6231.1861118124725),63
9878,12:00,POINT (-3334.5097347198625 5315.440578670797),63
9879,15:00,POINT (-2156.4878565323716 5268.662588702519),63
9880,21:00,POINT (1831.7873304297461 5320.646245105632),63
9881,09:00,POINT (-2498.673912962637 5872.781529782046),63
9882,22:00,POINT (-4230.049175257697 5080.401906209619),63
9883,13:00,POINT (636.7833407882212 1738.82106191045),63
9884,20:00,POINT (-1107.227708359132 3065.5453427229895),63
9885,13:00,POINT (-1046.2766735727275 5761.360212617031),63
9886,19:00,POINT (-3776.299250645544 7455.392427675707),63
9887,23:00,POINT (2042.1063610730464 4363.877597548604),63
9888,14:00,POINT (792.7434163845141 1271.714895095455),63
9889,22:00,POINT (-1183.6353250747331 2605.068020437779),63
9890,20:00,POINT (1414.7791622923082 3331.7608931825744),63
9891,23:00,POINT (-624.275649276885 4074.5960623245123),63
9892,20:00,POINT (-4109.71055680257 5244.836252760056),63
9893,04:00,POINT (-1622.926008783079 4770.590213297557),63
9894,19:00,POINT (-1624.3900041035336 1044.057038017657),63
9895,12:00,POINT (-3694.760016712868 5088.690844467957),63
9896,09:00,POINT (-2353.267386382716 5195.792884922464),63
9897,15:00,POINT (-3750.6843172113586 5158.234268937821),63
9898,20:00,POINT (-582.4788531048041 6063.40628905503),63
9899,16:00,POINT (-426.6644812473655 1697.7513675583173),63
9900,07:00,POINT (-512.5015113320867 4290.460202125975),63
9901,20:00,POINT (-4295.645133552066 4891.172968322428),63
9902,05:00,POINT (-382.27844858526595 5252.606013598034),63
9903,15:00,POINT (-745.0363821363751 4014.7411346929603),63
9904,21:00,POINT (-1854.0397394533752 6231.1861118124725),63
9905,02:00,POINT (-1544.402652799368 5597.814717266389),63
9906,19:00,POINT (1816.1685312652548 5171.175206952844),63
9907,10:00,POINT (-3201.1854875013046 7146.177060867252),63
9908,11:00,POINT (843.8462949747056 2169.7836899946674),63
9909,13:00,POINT (-721.0907234093722 3658.2964727434064),63
9910,00:00,POINT (-2189.4862839531493 2831.767758541419),63
9911,05:00,POINT (-2348.1177686819206 4595.1383764736265),63
9912,09:00,POINT (-1733.3857266217256 5935.276634604756),63
9913,10:00,POINT (158.42238503548967 4763.677729768287),63
9914,08:00,POINT (-3730.9562941257122 6350.412769687471),63
9915,12:00,POINT (-3557.230401554206 6098.857988629648),63
9916,22:00,POINT (-1924.2159256906089 2768.603159629036),63
9917,23:00,POINT (-3330.12743036265 7382.550402380843),63
9918,06:00,POINT (-681.2596392996671 6023.524357173201),63
9919,21:00,POINT (-497.9142581915998 5932.846782489951),63
9920,11:00,POINT (-3211.3336790574253 6570.333089563841),63
9921,09:00,POINT (-1288.6080197608417 5246.718661748034),63
9922,18:00,POINT (-505.3215885666847 6049.459155315078),63
9923,01:00,POINT (-3661.7175644164367 5647.7803038575175),63
9924,09:00,POINT (1121.2624276690049 4384.829530205389),63
9925,19:00,POINT (-659.2426147121397 4441.316721383514),63
9926,09:00,POINT (-1556.8168700925107 4495.025735383112),63
9927,10:00,POINT (-3719.025508029339 6550.251498479744),63
9928,20:00,POINT (-1694.5109709495587 5720.470348063601),63
9929,14:00,POINT (980.6244872604117 3814.4871485429453),63
9930,13:00,POINT (-3130.2920427100516 6615.512803600318),63
9931,20:00,POINT (-1619.2417336779565 5673.535381976727),63
9932,14:00,POINT (-3268.9008750258886 6443.851110926178),63
9933,06:00,POINT (-2346.590537454686 3089.0899545184902),63
9934,20:00,POINT (-226.67242909201875 3863.7685592568882),63
9935,08:00,POINT (-330.2603166435059 3686.2783822566425),63
9936,11:00,POINT (1098.8444415655485 3732.9374787574848),63
9937,12:00,POINT (992.0250197535568 4095.370986469501),63
9938,11:00,POINT (-2489.914445678449 5878.778513497847),63
9939,10:00,POINT (-833.2933462643527 5828.664401372353),63
9940,11:00,POINT (-3290.273883743108 7169.3658194922355),63
9941,04:00,POINT (823.9669889960232 337.7443506549204),63
9942,11:00,POINT (-1972.7785531551633 4697.074711913737),63
9943,12:00,POINT (-2202.812725102934 3449.739535312872),63
9944,05:00,POINT (-96.88218281710921 3495.6462568131997),63
9945,14:00,POINT (-3788.4365520229044 6321.112276716914),63
9946,11:00,POINT (-3963.7613858955388 6631.053449121493),63
9947,22:00,POINT (-3320.2990907870203 7320.148943996546),63
9948,15:00,POINT (-3039.238477171517 6282.433896963246),63
9949,11:00,POINT (889.3274607277476 4350.313141596718),63
9950,00:00,POINT (-4248.819387006125 5788.522023451577),63
9951,01:00,POINT (-1430.7484411588418 1976.1815826195873),63
9952,08:00,POINT (-1505.8735506885573 4757.466193572201),63
9953,02:00,POINT (-525.4829433610961 5221.482766829596),63
9954,15:00,POINT (-133.96331158240096 3975.4914684609225),63
9955,15:00,POINT (444.4690259114103 4339.368686524556),63
9956,13:00,POINT (-1579.8946491999689 4171.385649404132),63
9957,09:00,POINT (-3448.677035442108 7838.8078592746115),63
9958,10:00,POINT (-95.94365413835277 1511.0056248351607),63
9959,11:00,POINT (-2352.3187284343085 5202.514165761503),63
9960,23:00,POINT (-3903.194075780787 5967.8369837734845),63
9961,00:00,POINT (-2243.5448297967127 2850.638884025519),63
9962,15:00,POINT (-3465.522503983665 6859.66312467438),63
9963,13:00,POINT (-3223.6639137313823 6518.139965841427),63
9964,18:00,POINT (-1625.3699500482817 3623.739971111275),63
9965,16:00,POINT (-699.8900233599659 4953.876104643513),63
9966,21:00,POINT (-581.000579659035 1650.2349838242703),63
9967,09:00,POINT (970.2757116716812 3799.886358697674),63
9968,09:00,POINT (-2897.0239562520483 6506.7907362690285),63
9969,11:00,POINT (-1916.241433391369 4547.62526295998),63
9970,11:00,POINT (-833.7314273374798 5240.502848846712),63
9971,10:00,POINT (-3568.410433394548 6630.802375054001),63
9972,10:00,POINT (-3223.6639137313823 6518.139965841427),63
9973,17:00,POINT (-366.55809583002826 3615.0051426516643),63
9974,22:00,POINT (-1207.1161522236457 2895.895189664184),63
9975,17:00,POINT (27.248757157050008 5343.758699412592),63
9976,15:00,POINT (-903.9851200898735 1585.1394786781782),63
9977,15:00,POINT (-1287.3491783026525 5236.960859560035),63
9978,22:00,POINT (1176.658806957914 3153.5278367726637),63
9979,11:00,POINT (-3696.455108349652 5418.258061418941),63
9980,14:00,POINT (-238.089100257617 4853.136230408413),63
9981,17:00,POINT (-1225.0703854340638 3499.7348054553504),63
9982,11:00,POINT (-405.55189318346135 5849.57203686528),63
9983,05:00,POINT (-3776.001523423852 7147.410788344418),63
9984,10:00,POINT (-1287.3491783026525 5236.960859560035),62
9985,22:00,POINT (-4614.557309860481 5147.32940254623),62
9986,06:00,POINT (-5.487087530871604 5360.671874544664),62
9987,10:00,POINT (-266.2712106472979 4702.062701725469),62
9988,09:00,POINT (-3788.4365520229044 6321.112276716914),62
9989,12:00,POINT (-68.5133139457703 1496.2213086063541),62
9990,21:00,POINT (-2414.077403801369 6211.71081880048),62
9991,19:00,POINT (-1747.9791595503464 5706.133863082172),62
9992,15:00,POINT (-3625.2354846726407 6868.452084774919),62
9993,08:00,POINT (640.3918081678397 1731.8929460381073),62
9994,20:00,POINT (588.24129100483 3475.6105422809355),62
9995,10:00,POINT (-825.4103930737472 4681.540965725215),62
9996,09:00,POINT (576.092524941577 3621.007559174736),62
9997,23:00,POINT (-1665.761173721802 4090.6640641045947),62
9998,12:00,POINT (-1095.6790911952705 4441.978368201311),62
9999,06:00,POINT (-4248.819387006125 5788.522023451577),62
10000,13:00,POINT (-2006.5418958863424 5279.064109817153),62
10001,16:00,POINT (-81.98563314149668 4696.507453579947),62
10002,10:00,POINT (-3769.6541655895385 5169.656107132173),62
10003,00:00,POINT (1060.9437633037428 1260.5865662978981),62
10004,06:00,POINT (-657.4287670201119 6011.140326051992),62
10005,14:00,POINT (-837.6155126607435 4309.903024802649),62
10006,13:00,POINT (-1511.9869895654476 4245.62228850816),62
10007,22:00,POINT (-2627.7859520117345 6870.093825292776),62
10008,20:00,POINT (-1196.639293482018 2875.2701617305843),62
10009,18:00,POINT (-1837.9837460557421 3486.590646023064),62
10010,04:00,POINT (-3320.2990907870203 7320.148943996546),62
10011,18:00,POINT (-1796.8494404619064 2615.2990392254947),62
10012,22:00,POINT (-1784.4648748247973 3740.397263143781),62
10013,06:00,POINT (-4269.247756972058 5060.722786459932),62
10014,09:00,POINT (892.1098778783794 1371.573256703271),62
10015,10:00,POINT (-1025.5174396682794 5752.967329553626),62
10016,22:00,POINT (-709.4812621708186 6327.535433757444),62
10017,08:00,POINT (-1583.243854920443 4166.579896096508),62
10018,22:00,POINT (-4220.201403279257 5010.085908859293),62
10019,21:00,POINT (-2060.173078226845 2741.7778823512554),62
10020,14:00,POINT (-594.1819745801608 5925.930884290046),62
10021,09:00,POINT (-1731.0590081740318 5936.531004380664),62
10022,18:00,POINT (-1770.813085589012 2625.994824798966),62
10023,19:00,POINT (-3205.115794928244 6497.469173343126),62
10024,09:00,POINT (879.4130457928632 4325.416517352433),62
10025,08:00,POINT (-1020.9014418824669 3720.5057617950456),62
10026,18:00,POINT (-100.02353737703987 3576.9071575143835),62
10027,21:00,POINT (-4563.112709301848 7141.287483966912),62
10028,09:00,POINT (-3201.1854875013046 7146.177060867252),62
10029,15:00,POINT (-3214.461804041242 6564.268294774187),62
10030,09:00,POINT (-3711.9958256175482 6550.243237376129),62
10031,08:00,POINT (-3625.2354846726407 6868.452084774919),62
10032,07:00,POINT (-1210.3610147505167 2377.388407807117),62
10033,14:00,POINT (-2493.533941644164 5891.664877526956),62
10034,15:00,POINT (-658.3065800043911 3643.113855150418),62
10035,00:00,POINT (-3998.823088302957 6545.91170170113),62
10036,09:00,POINT (420.58595287626724 1034.231407601525),62
10037,22:00,POINT (-4586.54919027507 4800.050799355409),62
10038,19:00,POINT (588.24129100483 3475.6105422809355),62
10039,22:00,POINT (-4082.113966624071 7403.398656687532),62
10040,15:00,POINT (-3331.0591205993355 5313.78947855654),62
10041,04:00,POINT (-1698.9928815786132 3773.5966598544746),62
10042,14:00,POINT (-799.7632053177338 4681.78660527718),62
10043,15:00,POINT (-3296.9592616081864 7170.962186950232),62
10044,18:00,POINT (-474.0909044214035 5954.904809593169),62
10045,17:00,POINT (-1558.517200825967 5600.664347152427),62
10046,22:00,POINT (-4449.477643097176 7416.196113468578),62
10047,09:00,POINT (-3750.6843172113586 5158.234268937821),62
10048,20:00,POINT (-1230.2800729737107 3319.4323014799825),62
10049,12:00,POINT (-3811.2688719233606 5764.801370645244),62
10050,12:00,POINT (-2249.32660453348 5261.527697467356),62
10051,07:00,POINT (1591.8298888318336 4013.7639158217444),62
10052,14:00,POINT (-782.0777513735113 3989.4570101535087),62
10053,12:00,POINT (-4062.2168899575945 6653.602325797264),62
10054,10:00,POINT (403.16152967543456 1025.6964917896094),62
10055,09:00,POINT (-3068.190500493718 5942.002376523721),62
10056,17:00,POINT (-4142.12632014002 5675.5864106061545),62
10057,18:00,POINT (-1360.6783257380766 2559.16323147236),62
10058,00:00,POINT (1591.8298888318336 4013.7639158217444),62
10059,00:00,POINT (-379.1399925988855 5265.167361171224),62
10060,13:00,POINT (-1099.4964636673494 4466.941850849037),62
10061,06:00,POINT (-4124.438691699915 5663.721962555144),62
10062,07:00,POINT (-3297.127811784741 7311.377248073791),62
10063,13:00,POINT (-1496.2588926210124 4251.748915310947),62
10064,16:00,POINT (-3364.2626672590086 5269.637930224954),62
10065,08:00,POINT (-3927.8812466218415 5561.144191840228),62
10066,06:00,POINT (-4586.735738478009 4825.654095360672),62
10067,12:00,POINT (-3983.1719397138586 5507.17154320519),62
10068,20:00,POINT (554.3742530220767 4476.436116406113),62
10069,13:00,POINT (-1987.4378419166221 4378.16993294115),62
10070,02:00,POINT (823.9669889960232 337.7443506549204),62
10071,10:00,POINT (-3829.3600564558274 5131.5497467723435),62
10072,05:00,POINT (-1231.7319881481164 3467.740761780779),62
10073,10:00,POINT (906.1593515864085 4220.3953080735155),62
10074,18:00,POINT (-1295.1945501483049 3505.153319629454),62
10075,10:00,POINT (652.2768381043073 3617.611317444375),62
10076,02:00,POINT (-1859.0686663501835 5779.598661124439),62
10077,07:00,POINT (-2116.8621818692386 3664.7729068461044),62
10078,08:00,POINT (276.93388958512855 1725.7239236242585),62
10079,14:00,POINT (-1693.8247740657348 3870.77900319486),62
10080,15:00,POINT (-1511.9869895654476 4245.62228850816),62
10081,23:00,POINT (-1196.639293482018 2875.2701617305843),62
10082,09:00,POINT (-3862.0989834424167 5660.397480013821),62
10083,21:00,POINT (-4245.956547016307 7318.020226954494),62
10084,00:00,POINT (-3137.923070537894 6295.521953440466),62
10085,10:00,POINT (-3820.2730194635164 5794.6908318816895),62
10086,14:00,POINT (759.4690308299085 1730.793681995492),62
10087,14:00,POINT (2026.7076278310253 4133.21883176659),62
10088,08:00,POINT (305.2195659070266 1021.4359954249875),62
10089,14:00,POINT (2127.116138274304 4838.059210015424),62
10090,23:00,POINT (-1433.577707300243 2587.8384148863092),62
10091,18:00,POINT (1.9755335623945705 5341.431450701076),62
10092,10:00,POINT (-3824.3477179394426 5745.904329567969),62
10093,14:00,POINT (-3448.677035442108 7838.8078592746115),62
10094,14:00,POINT (-1677.7407737800065 4184.57704540928),62
10095,09:00,POINT (-405.55189318346135 5849.57203686528),62
10096,20:00,POINT (-690.2127774900986 5386.750790644787),62
10097,07:00,POINT (-4506.908302142971 5130.2781800456805),62
10098,19:00,POINT (-2262.474481928876 3114.5175890903647),62
10099,01:00,POINT (-4580.76151036574 7147.815350510802),62
10100,08:00,POINT (917.2965590639861 4305.6452297830165),62
10101,16:00,POINT (-2340.7732556181304 2944.7277643072334),62
10102,19:00,POINT (-1484.1905801153478 3873.7595190601205),62
10103,19:00,POINT (-604.7941119699747 6032.747408703904),62
10104,20:00,POINT (-4505.273766616215 7502.373779832186),62
10105,15:00,POINT (-1345.37085641503 1609.3959673738802),62
10106,10:00,POINT (1539.9637268315137 4010.9259410759796),62
10107,21:00,POINT (358.35270133922876 5055.26014712158),62
10108,17:00,POINT (-3293.686734912336 6611.326879209524),62
10109,14:00,POINT (158.42238503548967 4763.677729768287),62
10110,10:00,POINT (-339.546897736237 1796.0387829811268),62
10111,01:00,POINT (-1230.3858387614157 3079.8013896202624),62
10112,22:00,POINT (-2205.190246089389 3173.575583895354),62
10113,17:00,POINT (-1740.815735538838 3663.8274819687804),62
10114,18:00,POINT (-2205.190246089389 3173.575583895354),62
10115,08:00,POINT (-1662.2439520766068 4191.975918755231),62
10116,08:00,POINT (912.6931972664519 2104.1395036050094),62
10117,19:00,POINT (-1076.5842362188507 2994.728261285693),62
10118,14:00,POINT (-3202.8272737362554 7148.5314328992845),62
10119,22:00,POINT (-3389.335645230258 7144.3780989651705),62
10120,13:00,POINT (-3825.343017772006 6361.889320431363),62
10121,00:00,POINT (-1394.1368291910871 4668.442933309888),62
10122,09:00,POINT (-124.52436573832357 3975.084811292345),62
10123,11:00,POINT (-2118.3320025487283 4177.503344707754),62
10124,08:00,POINT (889.3274607277476 4350.313141596718),62
10125,20:00,POINT (-1994.1685995005278 4557.090037026891),62
10126,14:00,POINT (-289.7162579466306 5139.58130861615),62
10127,21:00,POINT (-1561.1903194801348 2807.7740364603333),62
10128,11:00,POINT (1383.6879528994941 4821.151381978566),62
10129,08:00,POINT (586.0374233700562 3634.0299995813007),62
10130,09:00,POINT (-862.1562431984945 4581.976305379361),62
10131,12:00,POINT (916.6689993834505 2093.787218831092),62
10132,05:00,POINT (-3922.3192055363775 7273.23458390468),62
10133,07:00,POINT (-1924.2159256906089 2768.603159629036),62
10134,19:00,POINT (-2641.539207886509 6610.1876841872845),62
10135,09:00,POINT (-81.13833697691345 1498.1062663886794),62
10136,10:00,POINT (-3829.6416522058457 5807.499331301993),62
10137,18:00,POINT (-430.3662269508244 1751.7543151621858),62
10138,13:00,POINT (799.5367819042242 4115.728291873062),62
10139,18:00,POINT (-1286.336077813878 3285.447656269636),62
10140,16:00,POINT (-2493.533941644164 5891.664877526956),62
10141,19:00,POINT (-1608.766411449925 3886.4924784954583),62
10142,08:00,POINT (398.7335757496285 1034.209755081372),62
10143,13:00,POINT (-4010.3611907709446 6960.708567610258),62
10144,09:00,POINT (-784.267432658796 4936.373674673833),62
10145,19:00,POINT (574.8943710724894 1813.7655243245533),62
10146,23:00,POINT (414.46800938953857 4749.751129616142),62
10147,08:00,POINT (-1967.6596711364248 4241.3115940643465),62
10148,09:00,POINT (-2210.72614767538 3467.339297847116),62
10149,17:00,POINT (1308.4011256519482 4426.230652612812),62
10150,10:00,POINT (-3209.24367109056 6542.9619996238225),62
10151,23:00,POINT (1251.3285623378465 4909.320822311027),62
10152,09:00,POINT (-752.2403703308936 3995.1022653909563),62
10153,11:00,POINT (-1783.9202936066008 4574.651654561046),62
10154,14:00,POINT (-2157.5822314670963 5270.332397871982),62
10155,05:00,POINT (-1422.8753026578263 2066.5737215664585),62
10156,10:00,POINT (-704.2188523038778 3643.0760194079353),62
10157,23:00,POINT (1274.9620550386078 4423.530931602868),62
10158,14:00,POINT (-3559.4744254358993 6720.250989852063),62
10159,11:00,POINT (-1997.4825405645267 4173.8585192745295),62
10160,22:00,POINT (-1623.972190714906 3670.0155780743544),62
10161,14:00,POINT (510.5817395377109 1370.868651861271),62
10162,12:00,POINT (879.4130457928632 4325.416517352433),62
10163,20:00,POINT (-718.848317139202 6348.727476809763),62
10164,21:00,POINT (-1743.4527562736891 6280.741119659493),62
10165,22:00,POINT (2223.5624472994955 4862.063619308975),62
10166,21:00,POINT (-4140.2234961215445 6885.94831581265),62
10167,17:00,POINT (-2460.476417300966 2527.5847373992437),62
10168,15:00,POINT (-1981.0615602404691 4686.767737492709),62
10169,00:00,POINT (-2992.7529370465554 6043.937811718378),62
10170,10:00,POINT (-2352.3187284343085 5202.514165761503),62
10171,09:00,POINT (-849.8228953098616 4586.741088101403),62
10172,14:00,POINT (-3689.5146316715504 6536.900534849505),62
10173,10:00,POINT (679.902227323963 1589.9770996065429),62
10174,02:00,POINT (-1189.5514924340619 2890.7553818484876),62
10175,08:00,POINT (-1706.231669342228 3788.3613135406085),62
10176,07:00,POINT (-1826.9485604325616 5804.561777536771),62
10177,12:00,POINT (1160.3569836610059 3677.158239953999),62
10178,12:00,POINT (-3543.039325977194 5591.858881107175),62
10179,09:00,POINT (-833.2933462643527 5828.664401372353),62
10180,13:00,POINT (-3719.025508029339 6550.251498479744),62
10181,12:00,POINT (-290.7357805443783 5132.941399536528),62
10182,17:00,POINT (-3889.469049004628 5981.6441427801865),62
10183,20:00,POINT (-2609.8899384101264 6585.511459693846),62
10184,13:00,POINT (-3689.5146316715504 6536.900534849505),62
10185,23:00,POINT (1195.8718307906815 3252.6025739598585),62
10186,23:00,POINT (-2256.993785730668 2505.292581560297),62
10187,21:00,POINT (-4313.3996057027 7621.616990910409),62
10188,10:00,POINT (970.2757116716812 3799.886358697674),62
10189,22:00,POINT (-1511.7645719761797 1896.827827854746),62
10190,19:00,POINT (-1208.9472386322848 3942.302893575663),62
10191,07:00,POINT (-4151.862516742671 5365.391522500269),62
10192,19:00,POINT (-474.0909044214035 5954.904809593169),62
10193,09:00,POINT (1508.68272780857 4295.089539713224),62
10194,16:00,POINT (1259.979334089288 1241.7735805503803),62
10195,09:00,POINT (-1345.37085641503 1609.3959673738802),62
10196,14:00,POINT (-3213.1581093336963 6178.9332225110975),62
10197,07:00,POINT (-2346.590537454686 3089.0899545184902),62
10198,22:00,POINT (-576.3353246740293 4878.177593755779),62
10199,10:00,POINT (-3486.4402458160125 6857.507678297317),62
10200,12:00,POINT (-3296.9592616081864 7170.962186950232),62
10201,18:00,POINT (732.879247406784 2084.694821357077),62
10202,22:00,POINT (-167.92909522426285 5267.910967169662),62
10203,02:00,POINT (-4058.609920213049 5169.767445184374),62
10204,22:00,POINT (-1348.869767586235 5979.254576762876),62
10205,08:00,POINT (-3827.296867237016 5134.0296984569895),62
10206,22:00,POINT (765.5361313973874 926.0398294935233),62
10207,12:00,POINT (1498.4522804234002 4291.027758691908),62
10208,06:00,POINT (-3392.3560445747407 7146.532919570891),62
10209,11:00,POINT (-3193.6998875710497 6673.2355397843685),62
10210,06:00,POINT (-3374.8893316173194 5182.102545381883),62
